reaction_identifier,,
5633,",","5633,"
5678,",","5678,"
5763,",","5763,"
5832,",","5832,"
5870,",","5870,"
5873,",","5873,"
5914,",","5914,"
6015,",","6015,"
6038,",","6038,"
6047,",","6047,"
6052,",","6052,"
6215,",","6215,"
6252,",","6252,"
6374,",","6374,"
6544,",","6544,"
6555,",","6555,"
6593,",","6593,"
6615,",","6615,"
6638,",","6638,"
6674,",","6674,"
6749,",","6749,"
6759,",","6759,"
6859,",","6859,"
6869,",","6869,"
6916,",","6916,"
6950,",","6950,"
6961,",","6961,"
6995,",","6995,"
7014,",","7014,"
7049,",","7049,"
7093,",","7093,"
7161,",","7161,"
7185,",","7185,"
7230,",","7230,"
7282,",","7282,"
7315,",","7315,"
7407,",","7407,"
7533,",","7533,"
7568,",","7568,"
7571,",","7571,"
7792,",","7792,"
7874,",","7874,"
7907,",","7907,"
7930,",","7930,"
7945,",","7945,"
8037,",","8037,"
8081,",","8081,"
8193,",","8193,"
8237,",","8237,"
8244,",","8244,"
8314,",","8314,"
8340,",","8340,"
8345,",","8345,"
8353,",","8353,"
8394,",","8394,"
8422,",","8422,"
8436,",","8436,"
8446,",","8446,"
8497,",","8497,"
8541,",","8541,"
8547,",","8547,"
8645,",","8645,"
8743,",","8743,"
8849,",","8849,"
8862,",","8862,"
8975,",","8975,"
8988,",","8988,"
9016,",","9016,"
9018,",","9018,"
9028,",","9028,"
9038,",","9038,"
9106,",","9106,"
9107,",","9107,"
9125,",","9125,"
9137,",","9137,"
9183,",","9183,"
9195,",","9195,"
9206,",","9206,"
9259,",","9259,"
9282,",","9282,"
9292,",","9292,"
9329,",","9329,"
9391,",","9391,"
9399,",","9399,"
9478,",","9478,"
9801,",","9801,"
9823,",","9823,"
9846,",","9846,"
9861,",","9861,"
9922,",","9922,"
9976,",","9976,"
10020,",","10020,"
10027,",","10027,"
10050,",","10050,"
10051,",","10051,"
10205,",","10205,"
10362,",","10362,"
10462,",","10462,"
10505,",","10505,"
10780,",","10780,"
10812,",","10812,"
10862,",","10862,"
10904,",","10904,"
10907,",","10907,"
10912,",","10912,"
10963,",","10963,"
10994,",","10994,"
11005,",","11005,"
11097,",","11097,"
11156,",","11156,"
11186,",","11186,"
11233,",","11233,"
11238,",","11238,"
11346,",","11346,"
11384,",","11384,"
11425,",","11425,"
11451,",","11451,"
11520,",","11520,"
11528,",","11528,"
11529,",","11529,"
11580,",","11580,"
11617,",","11617,"
11622,",","11622,"
11921,",","11921,"
11950,",","11950,"
11955,",","11955,"
12035,",","12035,"
12036,",","12036,"
12092,",","12092,"
12096,",","12096,"
12147,",","12147,"
12199,",","12199,"
12214,",","12214,"
12223,",","12223,"
12249,",","12249,"
12260,",","12260,"
12274,",","12274,"
12397,",","12397,"
12513,",","12513,"
12519,",","12519,"
12581,",","12581,"
12891,",","12891,"
12938,",","12938,"
12944,",","12944,"
13098,",","13098,"
13101,",","13101,"
13199,",","13199,"
13280,",","13280,"
13300,",","13300,"
13481,",","13481,"
13523,",","13523,"
13577,",","13577,"
13593,",","13593,"
13782,",","13782,"
13918,",","13918,"
14009,",","14009,"
14068,",","14068,"
14302,",","14302,"
14351,",","14351,"
14366,",","14366,"
14373,",","14373,"
14462,",","14462,"
14564,",","14564,"
14633,",","14633,"
14716,",","14716,"
14892,",","14892,"
15140,",","15140,"
15239,",","15239,"
15251,",","15251,"
15310,",","15310,"
15377,",","15377,"
15399,",","15399,"
15452,",","15452,"
15458,",","15458,"
15488,",","15488,"
15559,",","15559,"
15645,",","15645,"
15763,",","15763,"
15777,",","15777,"
15802,",","15802,"
15817,",","15817,"
15927,",","15927,"
15960,",","15960,"
15978,",","15978,"
16011,",","16011,"
16086,",","16086,"
16115,",","16115,"
16116,",","16116,"
16135,",","16135,"
16167,",","16167,"
16187,",","16187,"
16195,",","16195,"
16199,",","16199,"
16308,",","16308,"
16373,",","16373,"
16395,",","16395,"
16408,",","16408,"
16413,",","16413,"
16421,",","16421,"
16497,",","16497,"
16508,",","16508,"
16660,",","16660,"
16666,",","16666,"
16701,",","16701,"
16722,",","16722,"
16774,",","16774,"
16860,",","16860,"
16902,",","16902,"
16993,",","16993,"
17012,",","17012,"
17036,",","17036,"
17090,",","17090,"
17097,",","17097,"
17115,",","17115,"
17124,",","17124,"
17149,",","17149,"
17171,",","17171,"
17177,",","17177,"
17179,",","17179,"
17210,",","17210,"
17254,",","17254,"
17266,",","17266,"
17293,",","17293,"
17294,",","17294,"
17325,",","17325,"
17337,",","17337,"
17364,",","17364,"
17385,",","17385,"
17395,",","17395,"
17402,",","17402,"
17421,",","17421,"
17435,",","17435,"
17443,",","17443,"
17463,",","17463,"
17513,",","17513,"
17529,",","17529,"
17543,",","17543,"
17566,",","17566,"
17572,",","17572,"
17579,",","17579,"
17584,",","17584,"
17612,",","17612,"
17620,",","17620,"
17624,",","17624,"
17633,",","17633,"
17665,",","17665,"
17672,",","17672,"
17678,",","17678,"
17705,",","17705,"
17723,",","17723,"
17727,",","17727,"
17751,",","17751,"
17777,",","17777,"
17782,",","17782,"
17785,",","17785,"
17805,",","17805,"
17806,",","17806,"
17842,",","17842,"
17855,",","17855,"
17919,",","17919,"
17929,",","17929,"
17991,",","17991,"
17998,",","17998,"
18034,",","18034,"
18038,",","18038,"
18069,",","18069,"
18075,",","18075,"
18079,",","18079,"
18123,",","18123,"
18126,",","18126,"
18161,",","18161,"
18164,",","18164,"
18169,",","18169,"
18194,",","18194,"
18211,",","18211,"
18213,",","18213,"
18244,",","18244,"
18277,",","18277,"
18284,",","18284,"
18288,",","18288,"
18329,",","18329,"
18339,",","18339,"
18348,",","18348,"
18370,",","18370,"
18416,",","18416,"
18473,",","18473,"
18508,",","18508,"
18547,",","18547,"
18594,",","18594,"
18630,",","18630,"
18652,",","18652,"
18656,",","18656,"
18668,",","18668,"
18686,",","18686,"
18695,",","18695,"
18744,",","18744,"
18752,",","18752,"
18767,",","18767,"
18779,",","18779,"
18792,",","18792,"
18800,",","18800,"
18828,",","18828,"
18866,",","18866,"
18972,",","18972,"
18999,",","18999,"
19003,",","19003,"
19090,",","19090,"
19111,",","19111,"
19112,",","19112,"
19144,",","19144,"
19146,",","19146,"
19150,",","19150,"
19163,",","19163,"
19202,",","19202,"
19220,",","19220,"
19237,",","19237,"
19238,",","19238,"
19246,",","19246,"
19261,",","19261,"
19320,",","19320,"
19375,",","19375,"
19518,",","19518,"
19570,",","19570,"
19634,",","19634,"
19643,",","19643,"
19683,",","19683,"
19701,",","19701,"
19798,",","19798,"
19815,",","19815,"
19880,",","19880,"
19897,",","19897,"
19919,",","19919,"
19935,",","19935,"
19981,",","19981,"
20041,",","20041,"
20106,",","20106,"
20152,",","20152,"
20244,",","20244,"
20261,",","20261,"
20412,",","20412,"
20430,",","20430,"
20462,",","20462,"
20500,",","20500,"
20539,",","20539,"
20593,",","20593,"
20645,",","20645,"
20668,",","20668,"
20688,",","20688,"
20880,",","20880,"
20971,",","20971,"
21016,",","21016,"
21018,",","21018,"
21079,",","21079,"
21091,",","21091,"
21215,",","21215,"
21343,",","21343,"
21367,",","21367,"
21378,",","21378,"
21381,",","21381,"
21552,",","21552,"
21575,",","21575,"
21597,",","21597,"
21634,",","21634,"
21637,",","21637,"
21710,",","21710,"
21712,",","21712,"
21808,",","21808,"
22173,",","22173,"
22315,",","22315,"
22318,",","22318,"
22392,",","22392,"
22495,",","22495,"
22644,",","22644,"
22674,",","22674,"
22796,",","22796,"
22797,",","22797,"
22998,",","22998,"
23010,",","23010,"
23045,",","23045,"
23066,",","23066,"
23183,",","23183,"
23204,",","23204,"
23226,",","23226,"
23272,",","23272,"
23365,",","23365,"
23377,",","23377,"
23391,",","23391,"
23453,",","23453,"
23497,",","23497,"
23588,",","23588,"
23694,",","23694,"
23746,",","23746,"
23853,",","23853,"
23874,",","23874,"
24037,",","24037,"
24053,",","24053,"
24060,",","24060,"
24125,",","24125,"
24283,",","24283,"
24322,",","24322,"
24381,",","24381,"
24416,",","24416,"
24469,",","24469,"
24600,",","24600,"
24617,",","24617,"
24711,",","24711,"
24750,",","24750,"
24795,",","24795,"
24811,",","24811,"
24827,",","24827,"
24908,",","24908,"
24934,",","24934,"
24961,",","24961,"
25045,",","25045,"
25083,",","25083,"
25218,",","25218,"
25232,",","25232,"
25385,",","25385,"
25387,",","25387,"
25485,",","25485,"
25547,",","25547,"
25579,",","25579,"
25626,",","25626,"
25816,",","25816,"
25988,",","25988,"
26011,",","26011,"
26018,",","26018,"
26054,",","26054,"
26059,",","26059,"
26135,",","26135,"
26155,",","26155,"
26222,",","26222,"
26304,",","26304,"
26309,",","26309,"
26344,",","26344,"
26433,",","26433,"
26568,",","26568,"
26940,",","26940,"
26970,",","26970,"
26979,",","26979,"
27022,",","27022,"
27042,",","27042,"
27070,",","27070,"
27118,",","27118,"
27168,",","27168,"
27199,",","27199,"
27205,",","27205,"
27222,",","27222,"
27259,",","27259,"
27296,",","27296,"
27329,",","27329,"
27369,",","27369,"
27508,",","27508,"
27532,",","27532,"
27538,",","27538,"
27540,",","27540,"
27562,",","27562,"
27571,",","27571,"
27576,",","27576,"
27669,",","27669,"
27676,",","27676,"
27683,",","27683,"
27695,",","27695,"
27784,",","27784,"
27803,",","27803,"
27813,",","27813,"
27884,",","27884,"
27922,",","27922,"
27971,",","27971,"
28083,",","28083,"
28374,",","28374,"
28541,",","28541,"
28544,",","28544,"
28604,",","28604,"
28731,",","28731,"
28781,",","28781,"
28836,",","28836,"
28842,",","28842,"
28896,",","28896,"
28916,",","28916,"
28949,",","28949,"
29104,",","29104,"
29227,",","29227,"
29246,",","29246,"
29377,",","29377,"
29471,",","29471,"
29504,",","29504,"
29665,",","29665,"
29770,",","29770,"
29840,",","29840,"
29879,",","29879,"
29902,",","29902,"
29912,",","29912,"
30371,",","30371,"
30375,",","30375,"
30395,",","30395,"
30663,",","30663,"
30677,",","30677,"
30732,",","30732,"
30803,",","30803,"
30944,",","30944,"
30980,",","30980,"
30981,",","30981,"
31054,",","31054,"
31079,",","31079,"
31102,",","31102,"
31173,",","31173,"
31251,",","31251,"
31272,",","31272,"
31311,",","31311,"
31358,",","31358,"
31431,",","31431,"
31465,",","31465,"
31725,",","31725,"
32007,",","32007,"
32052,",","32052,"
32142,",","32142,"
32171,",","32171,"
32237,",","32237,"
32313,",","32313,"
32410,",","32410,"
32556,",","32556,"
32581,",","32581,"
32626,",","32626,"
32655,",","32655,"
32725,",","32725,"
32734,",","32734,"
32736,",","32736,"
32823,",","32823,"
32854,",","32854,"
32867,",","32867,"
32870,",","32870,"
32956,",","32956,"
32992,",","32992,"
33009,",","33009,"
33054,",","33054,"
33077,",","33077,"
33082,",","33082,"
33098,",","33098,"
33135,",","33135,"
33136,",","33136,"
33139,",","33139,"
33239,",","33239,"
33280,",","33280,"
33290,",","33290,"
33313,",","33313,"
33326,",","33326,"
33373,",","33373,"
33407,",","33407,"
33453,",","33453,"
33473,",","33473,"
33496,",","33496,"
33537,",","33537,"
33590,",","33590,"
33635,",","33635,"
33660,",","33660,"
33698,",","33698,"
33732,",","33732,"
33802,",","33802,"
33830,",","33830,"
33831,",","33831,"
33866,",","33866,"
33882,",","33882,"
33931,",","33931,"
33946,",","33946,"
33988,",","33988,"
33997,",","33997,"
34034,",","34034,"
34042,",","34042,"
34074,",","34074,"
34099,",","34099,"
34134,",","34134,"
34170,",","34170,"
34174,",","34174,"
34192,",","34192,"
34233,",","34233,"
34268,",","34268,"
34270,",","34270,"
34338,",","34338,"
34411,",","34411,"
34426,",","34426,"
34454,",","34454,"
34540,",","34540,"
34622,",","34622,"
34631,",","34631,"
34645,",","34645,"
34646,",","34646,"
34693,",","34693,"
34772,",","34772,"
34842,",","34842,"
34904,",","34904,"
34973,",","34973,"
35011,",","35011,"
35025,",","35025,"
35069,",","35069,"
35082,",","35082,"
35087,",","35087,"
35127,",","35127,"
35174,",","35174,"
35180,",","35180,"
35224,",","35224,"
35260,",","35260,"
35291,",","35291,"
35326,",","35326,"
35327,",","35327,"
35369,",","35369,"
35423,",","35423,"
35475,",","35475,"
35486,",","35486,"
35497,",","35497,"
35530,",","35530,"
35557,",","35557,"
35614,",","35614,"
35655,",","35655,"
35707,",","35707,"
35764,",","35764,"
35842,",","35842,"
35883,",","35883,"
35965,",","35965,"
35970,",","35970,"
36000,",","36000,"
36026,",","36026,"
36046,",","36046,"
36113,",","36113,"
36221,",","36221,"
36258,",","36258,"
36271,",","36271,"
36279,",","36279,"
36285,",","36285,"
36323,",","36323,"
36335,",","36335,"
36353,",","36353,"
36376,",","36376,"
36405,",","36405,"
36447,",","36447,"
36463,",","36463,"
36486,",","36486,"
36537,",","36537,"
36555,",","36555,"
36579,",","36579,"
36600,",","36600,"
36622,",","36622,"
36635,",","36635,"
36723,",","36723,"
36724,",","36724,"
36764,",","36764,"
36772,",","36772,"
36793,",","36793,"
36865,",","36865,"
36895,",","36895,"
36952,",","36952,"
37095,",","37095,"
37097,",","37097,"
37129,",","37129,"
37152,",","37152,"
37258,",","37258,"
37380,",","37380,"
37457,",","37457,"
37475,",","37475,"
37519,",","37519,"
37533,",","37533,"
37602,",","37602,"
37620,",","37620,"
37753,",","37753,"
37776,",","37776,"
37809,",","37809,"
37869,",","37869,"
37878,",","37878,"
37911,",","37911,"
37950,",","37950,"
37973,",","37973,"
38006,",","38006,"
38091,",","38091,"
38111,",","38111,"
38158,",","38158,"
38233,",","38233,"
38303,",","38303,"
38365,",","38365,"
38375,",","38375,"
38447,",","38447,"
38448,",","38448,"
38622,",","38622,"
38647,",","38647,"
38755,",","38755,"
38816,",","38816,"
38952,",","38952,"
38991,",","38991,"
39006,",","39006,"
39069,",","39069,"
39076,",","39076,"
39145,",","39145,"
39211,",","39211,"
39255,",","39255,"
39269,",","39269,"
39345,",","39345,"
39398,",","39398,"
39404,",","39404,"
39493,",","39493,"
39496,",","39496,"
39533,",","39533,"
39554,",","39554,"
39567,",","39567,"
39587,",","39587,"
39613,",","39613,"
39835,",","39835,"
39876,",","39876,"
39960,",","39960,"
39997,",","39997,"
40083,",","40083,"
40102,",","40102,"
40131,",","40131,"
40140,",","40140,"
40194,",","40194,"
40230,",","40230,"
40294,",","40294,"
40364,",","40364,"
40396,",","40396,"
40489,",","40489,"
40558,",","40558,"
40677,",","40677,"
40704,",","40704,"
40744,",","40744,"
40753,",","40753,"
40761,",","40761,"
40785,",","40785,"
40807,",","40807,"
40924,",","40924,"
40984,",","40984,"
41032,",","41032,"
41054,",","41054,"
41149,",","41149,"
41271,",","41271,"
41343,",","41343,"
41381,",","41381,"
41469,",","41469,"
41508,",","41508,"
41539,",","41539,"
41582,",","41582,"
41633,",","41633,"
41676,",","41676,"
41686,",","41686,"
41696,",","41696,"
41742,",","41742,"
41782,",","41782,"
41789,",","41789,"
41835,",","41835,"
41867,",","41867,"
41869,",","41869,"
41895,",","41895,"
41903,",","41903,"
41925,",","41925,"
42075,",","42075,"
42115,",","42115,"
42197,",","42197,"
42198,",","42198,"
42208,",","42208,"
42230,",","42230,"
42259,",","42259,"
42326,",","42326,"
42369,",","42369,"
42417,",","42417,"
42674,",","42674,"
42757,",","42757,"
42847,",","42847,"
42881,",","42881,"
42911,",","42911,"
43183,",","43183,"
43470,",","43470,"
43482,",","43482,"
43714,",","43714,"
43938,",","43938,"
44206,",","44206,"
44267,",","44267,"
44269,",","44269,"
44305,",","44305,"
44317,",","44317,"
44416,",","44416,"
44483,",","44483,"
44573,",","44573,"
44619,",","44619,"
44634,",","44634,"
44745,",","44745,"
44777,",","44777,"
44803,",","44803,"
45013,",","45013,"
45057,",","45057,"
45093,",","45093,"
45114,",","45114,"
45180,",","45180,"
45265,",","45265,"
45361,",","45361,"
45435,",","45435,"
45459,",","45459,"
45498,",","45498,"
45555,",","45555,"
45589,",","45589,"
45600,",","45600,"
45608,",","45608,"
45677,",","45677,"
45766,",","45766,"
45807,",","45807,"
45914,",","45914,"
45929,",","45929,"
46026,",","46026,"
46059,",","46059,"
46077,",","46077,"
46183,",","46183,"
46222,",","46222,"
46249,",","46249,"
46272,",","46272,"
46273,",","46273,"
46334,",","46334,"
46444,",","46444,"
46505,",","46505,"
46523,",","46523,"
46560,",","46560,"
46567,",","46567,"
46632,",","46632,"
46675,",","46675,"
46719,",","46719,"
46748,",","46748,"
46773,",","46773,"
46837,",","46837,"
46846,",","46846,"
46853,",","46853,"
46899,",","46899,"
46917,",","46917,"
47034,",","47034,"
47067,",","47067,"
47084,",","47084,"
47091,",","47091,"
47108,",","47108,"
47109,",","47109,"
47132,",","47132,"
47151,",","47151,"
47176,",","47176,"
47220,",","47220,"
47272,",","47272,"
47425,",","47425,"
47530,",","47530,"
47572,",","47572,"
47686,",","47686,"
47907,",","47907,"
47927,",","47927,"
47942,",","47942,"
47983,",","47983,"
48063,",","48063,"
48241,",","48241,"
48271,",","48271,"
48363,",","48363,"
48366,",","48366,"
48406,",","48406,"
48410,",","48410,"
48512,",","48512,"
48654,",","48654,"
48733,",","48733,"
48760,",","48760,"
48889,",","48889,"
48925,",","48925,"
49055,",","49055,"
49062,",","49062,"
49185,",","49185,"
49287,",","49287,"
49331,",","49331,"
49404,",","49404,"
49717,",","49717,"
49745,",","49745,"
49747,",","49747,"
49849,",","49849,"
49929,",","49929,"
49959,",","49959,"
50104,",","50104,"
50208,",","50208,"
50297,",","50297,"
50369,",","50369,"
50520,",","50520,"
50564,",","50564,"
50615,",","50615,"
50619,",","50619,"
50686,",","50686,"
50811,",","50811,"
50907,",","50907,"
50994,",","50994,"
51007,",","51007,"
51091,",","51091,"
51781,",","51781,"
51820,",","51820,"
51969,",","51969,"
51994,",","51994,"
52031,",","52031,"
52061,",","52061,"
52092,",","52092,"
52114,",","52114,"
52370,",","52370,"
52384,",","52384,"
52395,",","52395,"
52508,",","52508,"
52624,",","52624,"
52629,",","52629,"
52672,",","52672,"
52683,",","52683,"
52736,",","52736,"
52751,",","52751,"
52770,",","52770,"
52794,",","52794,"
52836,",","52836,"
52865,",","52865,"
52879,",","52879,"
52966,",","52966,"
53031,",","53031,"
53157,",","53157,"
53209,",","53209,"
53305,",","53305,"
53394,",","53394,"
53461,",","53461,"
53478,",","53478,"
53526,",","53526,"
53578,",","53578,"
53580,",","53580,"
53611,",","53611,"
53619,",","53619,"
53661,",","53661,"
53707,",","53707,"
53788,",","53788,"
53847,",","53847,"
53874,",","53874,"
53900,",","53900,"
53939,",","53939,"
54024,",","54024,"
54027,",","54027,"
54115,",","54115,"
54179,",","54179,"
54225,",","54225,"
54270,",","54270,"
54275,",","54275,"
54338,",","54338,"
54388,",","54388,"
54395,",","54395,"
54463,",","54463,"
54592,",","54592,"
54690,",","54690,"
54787,",","54787,"
54849,",","54849,"
54877,",","54877,"
54900,",","54900,"
54912,",","54912,"
54959,",","54959,"
55002,",","55002,"
55019,",","55019,"
55102,",","55102,"
55183,",","55183,"
55211,",","55211,"
55260,",","55260,"
55287,",","55287,"
55493,",","55493,"
55512,",","55512,"
55569,",","55569,"
55599,",","55599,"
55684,",","55684,"
55713,",","55713,"
55809,",","55809,"
55841,",","55841,"
55846,",","55846,"
55864,",","55864,"
55999,",","55999,"
56021,",","56021,"
56027,",","56027,"
56117,",","56117,"
56123,",","56123,"
56188,",","56188,"
56375,",","56375,"
56486,",","56486,"
56518,",","56518,"
56565,",","56565,"
56625,",","56625,"
56637,",","56637,"
56671,",","56671,"
56674,",","56674,"
56710,",","56710,"
56763,",","56763,"
56766,",","56766,"
56816,",","56816,"
56849,",","56849,"
56885,",","56885,"
56891,",","56891,"
57288,",","57288,"
57310,",","57310,"
57388,",","57388,"
57397,",","57397,"
57629,",","57629,"
57639,",","57639,"
57704,",","57704,"
57762,",","57762,"
57836,",","57836,"
58041,",","58041,"
58465,",","58465,"
58510,",","58510,"
58574,",","58574,"
58691,",","58691,"
58802,",","58802,"
58830,",","58830,"
58964,",","58964,"
58970,",","58970,"
59040,",","59040,"
59075,",","59075,"
59200,",","59200,"
59232,",","59232,"
59344,",","59344,"
59356,",","59356,"
59398,",","59398,"
59492,",","59492,"
59584,",","59584,"
59713,",","59713,"
59809,",","59809,"
59931,",","59931,"
60455,",","60455,"
60514,",","60514,"
60594,",","60594,"
60706,",","60706,"
61134,",","61134,"
61287,",","61287,"
61401,",","61401,"
61465,",","61465,"
61479,",","61479,"
61561,",","61561,"
61668,",","61668,"
61717,",","61717,"
61743,",","61743,"
61892,",","61892,"
61948,",","61948,"
62089,",","62089,"
62249,",","62249,"
62361,",","62361,"
62478,",","62478,"
62481,",","62481,"
62644,",","62644,"
62674,",","62674,"
62709,",","62709,"
63017,",","63017,"
63087,",","63087,"
63295,",","63295,"
63611,",","63611,"
63764,",","63764,"
64003,",","64003,"
64114,",","64114,"
64173,",","64173,"
64218,",","64218,"
64220,",","64220,"
64401,",","64401,"
64615,",","64615,"
64635,",","64635,"
64671,",","64671,"
64774,",","64774,"
64788,",","64788,"
64912,",","64912,"
65100,",","65100,"
65258,",","65258,"
65260,",","65260,"
65274,",","65274,"
65296,",","65296,"
65299,",","65299,"
65318,",","65318,"
65374,",","65374,"
65389,",","65389,"
65414,",","65414,"
65432,",","65432,"
65472,",","65472,"
65483,",","65483,"
65504,",","65504,"
65707,",","65707,"
65740,",","65740,"
65860,",","65860,"
65876,",","65876,"
65881,",","65881,"
65979,",","65979,"
66003,",","66003,"
66025,",","66025,"
66043,",","66043,"
66077,",","66077,"
66128,",","66128,"
66153,",","66153,"
66219,",","66219,"
66220,",","66220,"
66252,",","66252,"
66266,",","66266,"
66383,",","66383,"
66425,",","66425,"
66463,",","66463,"
66498,",","66498,"
66596,",","66596,"
66624,",","66624,"
66674,",","66674,"
66714,",","66714,"
66742,",","66742,"
66766,",","66766,"
66836,",","66836,"
66970,",","66970,"
67037,",","67037,"
67048,",","67048,"
67093,",","67093,"
67099,",","67099,"
67138,",","67138,"
67139,",","67139,"
67143,",","67143,"
67173,",","67173,"
67178,",","67178,"
67196,",","67196,"
67269,",","67269,"
67299,",","67299,"
67311,",","67311,"
67315,",","67315,"
67351,",","67351,"
67354,",","67354,"
67406,",","67406,"
67422,",","67422,"
67437,",","67437,"
67438,",","67438,"
67460,",","67460,"
67514,",","67514,"
67531,",","67531,"
67536,",","67536,"
67547,",","67547,"
67675,",","67675,"
67724,",","67724,"
67868,",","67868,"
67887,",","67887,"
67889,",","67889,"
67935,",","67935,"
67962,",","67962,"
68100,",","68100,"
68204,",","68204,"
68238,",","68238,"
68358,",","68358,"
68384,",","68384,"
68405,",","68405,"
68422,",","68422,"
68444,",","68444,"
68459,",","68459,"
68478,",","68478,"
68485,",","68485,"
68497,",","68497,"
68524,",","68524,"
68530,",","68530,"
68580,",","68580,"
68582,",","68582,"
68584,",","68584,"
68615,",","68615,"
68627,",","68627,"
68664,",","68664,"
68735,",","68735,"
68768,",","68768,"
68772,",","68772,"
68821,",","68821,"
68846,",","68846,"
68895,",","68895,"
68908,",","68908,"
68975,",","68975,"
69009,",","69009,"
69040,",","69040,"
69043,",","69043,"
69058,",","69058,"
69076,",","69076,"
69086,",","69086,"
69168,",","69168,"
69213,",","69213,"
69335,",","69335,"
69425,",","69425,"
69447,",","69447,"
69469,",","69469,"
69481,",","69481,"
69518,",","69518,"
69590,",","69590,"
69600,",","69600,"
69629,",","69629,"
69682,",","69682,"
69702,",","69702,"
69720,",","69720,"
69772,",","69772,"
69790,",","69790,"
69793,",","69793,"
69798,",","69798,"
69816,",","69816,"
69839,",","69839,"
69930,",","69930,"
69942,",","69942,"
69972,",","69972,"
69990,",","69990,"
70065,",","70065,"
70070,",","70070,"
70073,",","70073,"
70076,",","70076,"
70116,",","70116,"
70126,",","70126,"
70160,",","70160,"
70177,",","70177,"
70198,",","70198,"
70277,",","70277,"
70376,",","70376,"
70412,",","70412,"
70413,",","70413,"
70449,",","70449,"
70467,",","70467,"
70482,",","70482,"
70514,",","70514,"
70538,",","70538,"
70554,",","70554,"
70600,",","70600,"
70603,",","70603,"
70616,",","70616,"
70619,",","70619,"
70636,",","70636,"
70781,",","70781,"
70819,",","70819,"
70868,",","70868,"
70884,",","70884,"
70891,",","70891,"
70910,",","70910,"
70914,",","70914,"
70920,",","70920,"
70933,",","70933,"
71082,",","71082,"
71097,",","71097,"
71099,",","71099,"
71296,",","71296,"
71325,",","71325,"
71367,",","71367,"
71375,",","71375,"
71506,",","71506,"
71508,",","71508,"
71617,",","71617,"
71648,",","71648,"
71813,",","71813,"
71828,",","71828,"
71843,",","71843,"
71860,",","71860,"
71930,",","71930,"
71959,",","71959,"
72123,",","72123,"
72189,",","72189,"
72198,",","72198,"
72392,",","72392,"
72638,",","72638,"
72694,",","72694,"
72782,",","72782,"
72853,",","72853,"
72864,",","72864,"
72905,",","72905,"
73171,",","73171,"
73182,",","73182,"
73183,",","73183,"
73213,",","73213,"
73247,",","73247,"
73303,",","73303,"
73403,",","73403,"
73479,",","73479,"
73519,",","73519,"
73640,",","73640,"
73736,",","73736,"
73762,",","73762,"
73820,",","73820,"
73883,",","73883,"
73902,",","73902,"
73906,",","73906,"
74054,",","74054,"
74099,",","74099,"
74140,",","74140,"
74247,",","74247,"
74403,",","74403,"
74427,",","74427,"
74440,",","74440,"
74476,",","74476,"
74517,",","74517,"
74558,",","74558,"
74677,",","74677,"
74772,",","74772,"
74817,",","74817,"
75043,",","75043,"
75053,",","75053,"
75079,",","75079,"
75081,",","75081,"
75156,",","75156,"
75316,",","75316,"
75435,",","75435,"
75548,",","75548,"
75570,",","75570,"
75619,",","75619,"
75887,",","75887,"
75928,",","75928,"
