ECFPCV,1,85.0,65.25462341308594
ECFPCV,1,35.0,44.73556137084961
ECFPCV,1,60.0,43.99323654174805
ECFPCV,1,58.8,47.604583740234375
ECFPCV,1,55.0,56.15789794921875
ECFPCV,1,45.0,48.084312438964844
ECFPCV,1,65.0,64.65884399414062
ECFPCV,1,69.7,52.01535415649414
ECFPCV,1,87.0,55.78988265991211
ECFPCV,1,70.0,59.56427001953125
ECFPCV,1,36.0,53.887855529785156
ECFPCV,1,58.0,53.887855529785156
ECFPCV,1,82.0,60.13286209106445
ECFPCV,1,73.0,58.88031005859375
ECFPCV,1,65.0,61.70048141479492
ECFPCV,1,71.0,58.57716751098633
ECFPCV,1,59.0,73.20193481445312
ECFPCV,1,83.0,62.831581115722656
ECFPCV,1,15.6,59.41794204711914
ECFPCV,1,77.0,54.22273635864258
ECFPCV,1,56.0,57.990234375
ECFPCV,1,90.0,65.82014465332031
ECFPCV,1,53.0,49.7603759765625
ECFPCV,1,70.34,63.21812057495117
ECFPCV,1,27.5,47.81250762939453
ECFPCV,1,60.0,43.8905029296875
ECFPCV,1,47.1,70.63469696044922
ECFPCV,1,37.0,34.99464416503906
ECFPCV,1,57.0,54.5447998046875
ECFPCV,1,34.0,49.7846565246582
ECFPCV,1,73.0,59.36973571777344
ECFPCV,1,4.2,53.56715393066406
ECFPCV,1,52.0,58.91145706176758
ECFPCV,1,84.0,61.49173355102539
ECFPCV,1,21.0,41.967628479003906
ECFPCV,1,14.8,41.967628479003906
ECFPCV,1,95.0,62.34042739868164
ECFPCV,1,95.0,59.18109130859375
ECFPCV,1,39.0,60.258304595947266
ECFPCV,1,79.0,74.75904846191406
ECFPCV,1,10.0,59.27314376831055
ECFPCV,1,65.0,51.23379135131836
ECFPCV,1,27.0,51.23379135131836
ECFPCV,1,78.0,64.09113311767578
ECFPCV,1,58.0,54.19377136230469
ECFPCV,1,51.98,63.69432830810547
ECFPCV,1,10.0,55.260459899902344
ECFPCV,1,17.0,50.63945388793945
ECFPCV,1,74.0,45.432804107666016
ECFPCV,1,56.0,37.1121711730957
ECFPCV,1,14.0,37.1121711730957
ECFPCV,1,96.0,76.58665466308594
ECFPCV,1,47.0,56.33857727050781
ECFPCV,1,75.04,60.17966079711914
ECFPCV,1,71.0,49.7846565246582
ECFPCV,1,53.0,57.3189811706543
ECFPCV,1,21.72,38.83200454711914
ECFPCV,1,32.3,26.982709884643555
ECFPCV,1,43.61,65.63678741455078
ECFPCV,1,87.0,70.69721221923828
ECFPCV,1,85.0,63.27306365966797
ECFPCV,1,92.0,46.3631477355957
ECFPCV,1,66.0,57.40467834472656
ECFPCV,1,91.0,46.69234085083008
ECFPCV,1,72.0,55.73861312866211
ECFPCV,1,60.13,54.710445404052734
ECFPCV,1,9.54,65.40742492675781
ECFPCV,1,61.6,53.524532318115234
ECFPCV,1,76.09,53.675235748291016
ECFPCV,1,50.0,68.4760513305664
ECFPCV,1,21.0,44.656864166259766
ECFPCV,1,76.7,51.753055572509766
ECFPCV,1,29.0,47.01372146606445
ECFPCV,1,71.0,59.353214263916016
ECFPCV,1,39.0,33.03226089477539
ECFPCV,1,67.0,50.06975173950195
ECFPCV,1,91.0,62.159523010253906
ECFPCV,1,7.0,51.314697265625
ECFPCV,1,32.4,65.61576080322266
ECFPCV,1,15.0,49.45467758178711
ECFPCV,1,28.0,49.45467758178711
ECFPCV,1,26.72,52.912418365478516
ECFPCV,1,22.4,54.242454528808594
ECFPCV,1,26.7,60.93284606933594
ECFPCV,1,52.0,46.335777282714844
ECFPCV,1,92.0,63.69432830810547
ECFPCV,1,98.2,64.99279022216797
ECFPCV,1,43.0,46.236148834228516
ECFPCV,1,72.0,49.88253402709961
ECFPCV,1,32.0,56.90475082397461
ECFPCV,1,91.0,47.005924224853516
ECFPCV,1,75.0,46.94065856933594
ECFPCV,1,37.0,53.27190017700195
ECFPCV,1,84.0,62.06538009643555
ECFPCV,1,51.0,79.24439239501953
ECFPCV,1,66.0,48.13409423828125
ECFPCV,1,78.0,73.74773406982422
ECFPCV,1,76.0,67.18101501464844
ECFPCV,1,86.0,60.55876159667969
ECFPCV,1,22.0,50.37882995605469
ECFPCV,1,49.31,53.98603820800781
ECFPCV,1,22.2,48.15241622924805
ECFPCV,1,39.84,56.57263946533203
ECFPCV,1,23.93,55.89961242675781
ECFPCV,1,51.0,64.47679901123047
ECFPCV,1,8.0,26.982709884643555
ECFPCV,1,28.0,63.05686950683594
ECFPCV,1,70.11,58.73058319091797
ECFPCV,1,48.0,49.32950973510742
ECFPCV,1,14.0,49.32950973510742
ECFPCV,1,35.08,46.55348205566406
ECFPCV,1,86.0,66.40308380126953
ECFPCV,1,68.0,59.9951057434082
ECFPCV,1,96.0,69.62479400634766
ECFPCV,1,18.39,35.09843826293945
ECFPCV,1,90.82,59.76088333129883
ECFPCV,1,65.6,61.6887092590332
ECFPCV,1,49.1,70.80024719238281
ECFPCV,1,38.0,68.0226058959961
ECFPCV,1,13.0,44.01421356201172
ECFPCV,1,90.0,63.25078201293945
ECFPCV,1,65.0,44.68868637084961
ECFPCV,1,28.0,51.58147048950195
ECFPCV,1,82.0,51.58147048950195
ECFPCV,1,89.0,51.58147048950195
ECFPCV,1,57.0,51.58147048950195
ECFPCV,1,19.0,56.045570373535156
ECFPCV,1,42.0,40.666080474853516
ECFPCV,1,8.92,40.35659408569336
ECFPCV,1,92.0,63.69432830810547
ECFPCV,1,78.0,58.87734603881836
ECFPCV,1,68.0,30.927793502807617
ECFPCV,1,96.0,80.2200927734375
ECFPCV,1,85.0,56.09415054321289
ECFPCV,1,22.06,46.810367584228516
ECFPCV,1,48.0,52.782691955566406
ECFPCV,1,24.2,59.61152648925781
ECFPCV,1,76.0,60.448081970214844
ECFPCV,1,54.0,63.695552825927734
ECFPCV,1,17.0,59.82789993286133
ECFPCV,1,99.27,67.59439086914062
ECFPCV,1,48.0,59.20513153076172
ECFPCV,1,61.0,57.01411056518555
ECFPCV,1,63.0,49.45465850830078
ECFPCV,1,87.0,54.34579086303711
ECFPCV,1,41.0,39.786739349365234
ECFPCV,1,45.0,59.47526550292969
ECFPCV,1,41.0,58.14229202270508
ECFPCV,1,42.9,47.96731948852539
ECFPCV,1,36.0,50.35506057739258
ECFPCV,1,46.54,56.02082443237305
ECFPCV,1,67.5,65.21192169189453
ECFPCV,1,96.0,55.43312454223633
ECFPCV,1,10.12,30.708717346191406
ECFPCV,1,41.0,48.61909103393555
ECFPCV,1,82.2,74.42500305175781
ECFPCV,1,41.0,75.6518325805664
ECFPCV,1,14.0,50.978431701660156
ECFPCV,1,19.0,56.39573669433594
ECFPCV,1,86.0,57.55905532836914
ECFPCV,1,25.0,56.35340118408203
ECFPCV,1,68.5,51.387428283691406
ECFPCV,1,56.0,54.918434143066406
ECFPCV,1,27.68,48.78664016723633
ECFPCV,1,79.35,58.307342529296875
ECFPCV,1,19.0,48.570674896240234
ECFPCV,1,66.8,26.982709884643555
ECFPCV,1,67.9,26.982709884643555
ECFPCV,1,13.0,26.982709884643555
ECFPCV,1,60.0,59.994407653808594
ECFPCV,1,33.0,55.663551330566406
ECFPCV,1,95.0,66.98790740966797
ECFPCV,1,80.0,74.01766204833984
ECFPCV,1,98.32,72.01568603515625
ECFPCV,1,56.0,52.11964797973633
ECFPCV,1,51.0,48.56167221069336
ECFPCV,1,23.0,54.82255554199219
ECFPCV,1,69.0,59.9307746887207
ECFPCV,1,69.6,54.564231872558594
ECFPCV,1,76.0,40.43101501464844
ECFPCV,1,10.8,64.92518615722656
ECFPCV,1,88.0,70.84793090820312
ECFPCV,1,48.87,52.261016845703125
ECFPCV,1,81.0,59.922916412353516
ECFPCV,1,74.0,53.46387481689453
ECFPCV,1,99.5,74.068359375
ECFPCV,1,80.0,59.82789993286133
ECFPCV,1,78.0,66.15216064453125
ECFPCV,1,46.04,45.568241119384766
ECFPCV,1,15.0,59.76725387573242
ECFPCV,1,22.0,73.4853515625
ECFPCV,1,73.83,58.18107986450195
ECFPCV,1,13.0,41.7454719543457
ECFPCV,1,89.66,69.04692840576172
ECFPCV,1,50.0,49.519561767578125
ECFPCV,1,40.0,57.079505920410156
ECFPCV,1,38.0,64.37496948242188
ECFPCV,1,63.0,46.77613830566406
ECFPCV,1,28.33,53.946041107177734
ECFPCV,1,67.8,66.56648254394531
ECFPCV,1,45.9,54.42254638671875
ECFPCV,1,92.0,50.781005859375
ECFPCV,1,24.02,62.78388214111328
ECFPCV,1,89.0,57.832542419433594
ECFPCV,1,38.21,62.713809967041016
ECFPCV,1,67.0,50.55344009399414
ECFPCV,1,43.87,46.78199005126953
ECFPCV,1,90.0,72.61457824707031
ECFPCV,1,57.2,58.29378890991211
ECFPCV,1,79.0,54.31501770019531
ECFPCV,1,94.0,56.230613708496094
ECFPCV,1,92.0,59.9307746887207
ECFPCV,1,25.0,33.29545593261719
ECFPCV,1,68.0,56.4986457824707
ECFPCV,1,15.0,47.76243591308594
ECFPCV,1,88.07,87.59715270996094
ECFPCV,1,68.48,58.431522369384766
ECFPCV,1,90.75,53.77744674682617
ECFPCV,1,65.0,58.67823028564453
ECFPCV,1,32.26,52.9375
ECFPCV,1,74.0,56.77477264404297
ECFPCV,1,60.0,61.77052688598633
ECFPCV,1,81.0,61.871463775634766
ECFPCV,1,51.35,54.98622131347656
ECFPCV,1,55.0,70.97196197509766
ECFPCV,1,8.7,56.85081481933594
ECFPCV,1,56.0,67.48751068115234
ECFPCV,1,90.0,64.1672134399414
ECFPCV,1,70.0,29.70508575439453
ECFPCV,1,44.74,62.99007034301758
ECFPCV,1,73.95,62.494266510009766
ECFPCV,1,86.0,59.225563049316406
ECFPCV,1,34.0,52.39691162109375
ECFPCV,1,53.78,56.798709869384766
ECFPCV,1,68.0,47.81250762939453
ECFPCV,1,36.0,62.01100540161133
ECFPCV,1,60.0,62.968502044677734
ECFPCV,1,99.94,61.49993896484375
ECFPCV,1,94.96,62.1933708190918
ECFPCV,1,90.0,63.162105560302734
ECFPCV,1,78.0,54.95750045776367
ECFPCV,1,85.0,60.928367614746094
ECFPCV,1,81.0,55.410526275634766
